Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1983,1983,%,58.29,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1984,1984,%,58.29,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1985,1985,%,58.29,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1986,1986,%,58.29,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1987,1987,%,58.27,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1988,1988,%,58.27,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1989,1989,%,58.27,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1990,1990,%,58.27,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1991,1991,%,58.25,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1992,1992,%,58.25,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1993,1993,%,58.1,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1994,1994,%,57.92,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1995,1995,%,57.83,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1996,1996,%,57.83,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1997,1997,%,57.88,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1998,1998,%,58,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,1999,1999,%,57.83,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2000,2000,%,57.83,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2001,2001,%,57.83,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2002,2002,%,57.83,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2003,2003,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2004,2004,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2005,2005,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2006,2006,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2007,2007,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2008,2008,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2009,2009,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2010,2010,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2011,2011,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2012,2012,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2013,2013,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2014,2014,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2015,2015,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6610,Agricultural land,2016,2016,%,58.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,1990,1990,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,1991,1991,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,1992,1992,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,1993,1993,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,1994,1994,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,1995,1995,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,1996,1996,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,1997,1997,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,1998,1998,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,1999,1999,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2000,2000,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2001,2001,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2002,2002,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2003,2003,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2004,2004,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2005,2005,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2006,2006,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2007,2007,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2008,2008,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2009,2009,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2010,2010,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2011,2011,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2012,2012,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2013,2013,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2014,2014,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2015,2015,%,2.07,Fc,Calculated data
EL,Land use indicators,2,Afghanistan,7209,Share in Land area,6646,Forest land,2016,2016,%,2.07,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1961,1961,%,44.96,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1962,1962,%,44.96,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1963,1963,%,45,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1964,1964,%,44.89,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1965,1965,%,45.15,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1966,1966,%,45.26,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1967,1967,%,45.4,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1968,1968,%,45.26,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1969,1969,%,45.07,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1970,1970,%,44.89,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1971,1971,%,43.8,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1972,1972,%,42.85,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1973,1973,%,41.82,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1974,1974,%,40.95,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1975,1975,%,39.42,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1976,1976,%,39.23,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1977,1977,%,40.47,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1978,1978,%,40.66,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1979,1979,%,40.77,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1980,1980,%,40.8,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1981,1981,%,40.73,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1982,1982,%,40.66,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1983,1983,%,40.51,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1984,1984,%,40.62,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1985,1985,%,40.58,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1986,1986,%,40.55,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1987,1987,%,40.55,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1988,1988,%,40.77,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1989,1989,%,40.51,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1990,1990,%,40.91,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1991,1991,%,41.13,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1992,1992,%,41.13,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1993,1993,%,41.09,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1994,1994,%,41.09,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1995,1995,%,41.13,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1996,1996,%,41.28,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1997,1997,%,41.42,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1998,1998,%,41.57,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,1999,1999,%,41.79,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2000,2000,%,41.75,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2001,2001,%,41.57,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2002,2002,%,41.61,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2003,2003,%,40.91,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2004,2004,%,40.95,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2005,2005,%,39.31,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2006,2006,%,40.88,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2007,2007,%,40.84,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2008,2008,%,43.1,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2009,2009,%,43.84,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2010,2010,%,43.84,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2011,2011,%,43.83,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2012,2012,%,43.84,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2013,2013,%,43.33,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2014,2014,%,42.86,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2015,2015,%,42.86,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6610,Agricultural land,2016,2016,%,43.13,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,1990,1990,%,28.79,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,1991,1991,%,28.72,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,1992,1992,%,28.65,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,1993,1993,%,28.57,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,1994,1994,%,28.5,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,1995,1995,%,28.43,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,1996,1996,%,28.36,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,1997,1997,%,28.29,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,1998,1998,%,28.22,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,1999,1999,%,28.15,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2000,2000,%,28.08,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2001,2001,%,28.17,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2002,2002,%,28.27,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2003,2003,%,28.36,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2004,2004,%,28.46,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2005,2005,%,28.55,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2006,2006,%,28.51,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2007,2007,%,28.47,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2008,2008,%,28.42,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2009,2009,%,28.38,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2010,2010,%,28.33,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2011,2011,%,28.3,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2012,2012,%,28.26,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2013,2013,%,28.23,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2014,2014,%,28.19,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2015,2015,%,28.16,Fc,Calculated data
EL,Land use indicators,3,Albania,7209,Share in Land area,6646,Forest land,2016,2016,%,28.12,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1961,1961,%,19.09,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1962,1962,%,18.85,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1963,1963,%,18.69,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1964,1964,%,18.54,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1965,1965,%,18.54,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1966,1966,%,18.54,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1967,1967,%,18.58,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1968,1968,%,18.56,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1969,1969,%,18.56,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1970,1970,%,18.56,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1971,1971,%,19.08,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1972,1972,%,19.06,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1973,1973,%,18.6,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1974,1974,%,18.61,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1975,1975,%,18.37,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1976,1976,%,18.48,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1977,1977,%,18.4,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1978,1978,%,18.41,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1979,1979,%,18.4,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1980,1980,%,18.4,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1981,1981,%,16.45,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1982,1982,%,16.42,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1983,1983,%,16.49,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1984,1984,%,16.63,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1985,1985,%,16.4,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1986,1986,%,16.24,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1987,1987,%,16.28,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1988,1988,%,16.3,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1989,1989,%,16.27,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1990,1990,%,16.24,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1991,1991,%,16.22,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1992,1992,%,16.32,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1993,1993,%,16.32,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1994,1994,%,16.64,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1995,1995,%,16.65,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1996,1996,%,16.64,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1997,1997,%,16.66,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1998,1998,%,16.72,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,1999,1999,%,16.68,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2000,2000,%,16.8,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2001,2001,%,16.84,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2002,2002,%,16.73,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2003,2003,%,16.75,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2004,2004,%,17.28,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2005,2005,%,17.3,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2006,2006,%,17.29,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2007,2007,%,17.32,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2008,2008,%,17.34,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2009,2009,%,17.37,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2010,2010,%,17.37,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2011,2011,%,17.38,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2012,2012,%,17.38,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2013,2013,%,17.4,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2014,2014,%,17.4,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2015,2015,%,17.41,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6610,Agricultural land,2016,2016,%,17.37,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,1990,1990,%,0.7,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,1991,1991,%,0.7,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,1992,1992,%,0.69,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,1993,1993,%,0.69,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,1994,1994,%,0.69,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,1995,1995,%,0.68,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,1996,1996,%,0.68,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,1997,1997,%,0.67,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,1998,1998,%,0.67,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,1999,1999,%,0.67,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,2000,2000,%,0.66,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,2001,2001,%,0.66,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,2002,2002,%,0.66,Fc,Calculated data
EL,Land use indicators,4,Algeria,7209,Share in Land area,6646,Forest land,2003,2003,%,0.65,Fc,Calculated data
